title,content,source_name,published_at
Trump has been tough on EVs. Now Elon Musk is his best friend and nobody knows how it'll play out.,"President-elect Donald Trump greets Elon Musk before the launch of the sixth test flight of the SpaceX Starship rocket Tuesday, Nov. 19, 2024 in Brownsville, Texas.Brandon Bell/Pool via AP
<ul><li>T… [+4099 chars]",Business Insider,2024-11-25T10:57:02Z
An iconic 'Ferris Bueller's Day Off' clip is going viral as Trump rolls out more tariff plans,"""Ferris Bueller's Day Off"" premiered in 1986, and scene from is making its rounds on TikTok.Archive Photos/Getty Images
<ul><li>A ""Ferris Bueller's Day Off"" scene is going viral amid Donald Trump's … [+2460 chars]",Business Insider,2024-11-27T19:09:08Z
Elon Musk spent at least $277 million backing Trump and the GOP. Here's where all of that money went.,"Elon Musk with his son, X Æ A-12, on Capitol Hill on Thursday.Samuel Corum/Getty Images
<ul><li>Elon Musk spent at least $277 million on Trump and the GOP, according to new documents.</li><li>Most o… [+4159 chars]",Business Insider,2024-12-06T17:57:22Z
"Even if Trump tried to raise the minimum wage, his own party could get in the way","Trump recently signaled openness to raising the federal minimum wage, but that's likely to hit GOP resistance.Jeff Bottari/Zuffa LLC via Getty Images
<ul><li>Trump said on Sunday that he'd consider … [+4890 chars]",Business Insider,2024-12-11T15:47:47Z
"Critics said Musk 'overpaid' for Twitter. Thanks to Trump and xAI, it could actually be a steal.","Elon Musk acquired Twitter at $44 billion, but investors have been writing down its paper value.Samuel Corum/Getty Images
<ul><li>Elon Musk's $44 billion Twitter buyout was seen by many as overprice… [+7220 chars]",Business Insider,2024-12-02T09:00:01Z
Diddy cites Trump in arguing he has the right to say almost anything while awaiting his sex-trafficking trial,"Diddy attends the 2023 MTV Video Music Awards at the Prudential Center in Newark, New Jersey, U.S., September 12, 2023.REUTERS/Andrew Kelly
<ul><li>Sean ""Diddy"" Combs could be released on bail for T… [+4232 chars]",Business Insider,2024-11-25T18:55:33Z
Kamala Harris' campaign has $1.8 million left in the bank after spending over $1 billion to defeat Donald Trump,"Vice President Kamala Harris had no problem raising money during the presidential race.ANGELA WEISS/AFP via Getty Images
<ul><li>The Harris campaign has $1.8 million cash after spending over $1 bill… [+2848 chars]",Business Insider,2024-12-07T23:59:06Z
"Massad Boulos, hailed as a billionaire lawyer advising Trump on Middle East policy, probably isn't a lawyer or a billionaire","Michael Boulos worked to boost Donald Trump in Michigan ahead of the general election.Jeenah Moon for The Washington Post via Getty Images
<ul><li>Massad Boulos helped Trump win Arab voters in Michi… [+7544 chars]",Business Insider,2024-12-12T22:03:48Z
"CEOs and companies are breaking out their wallets for Trump, from Sam Altman to Jeff Bezos and Mark Zuckerberg","Donald Trump is raking in millions in donations to his inaugural fund from many notable business leaders.Anna Moneymaker/Getty Images
<ul><li>Donald Trump is getting donations left and right from th… [+2702 chars]",Business Insider,2024-12-13T17:57:07Z
Nikki Haley skewers controversial Trump nominees,"The sudden withdrawal of former Florida Rep. Matt Gaetz, President-elect Donald Trump's embattled pick for attorney general, amid opposition from Senate Republicans marks the first major setback for … [+5567 chars]",ABC News,2024-11-21T22:46:11Z
"In an F-35 funding fight, Musk will need to win over a skeptical Congress and Trump","A US F-35 in flight.US Air Force photo by Senior Airman Jack Rodgers
<ul><li>Elon Musk sharply criticized the F-35 stealth jet and its builder, Lockheed Martin.</li><li>Musk could target the expensi… [+5674 chars]",Business Insider,2024-11-27T09:00:02Z
Trump tariffs would increase the price of cars made by US automakers by over $2K: Wells Fargo,"President-elect Donald Trump's proposed tariffs could negatively impact the US automaking industry.Allison Robbert-Pool/Getty Images
<ul><li>Donald Trump said he'd put in place 25% tariffs on Mexica… [+2836 chars]",Business Insider,2024-11-28T13:12:51Z
Trump says he doesn't 'believe' Americans will pay more under his tariff plan but 'can't guarantee anything',"President-elect Donald Trump reiterated that he's a ""big believer in tariffs"" on NBC's ""Meet the Press"" on Sunday.Remon Haazen/Getty Images
<ul><li>Trump has proposed 25% tariffs on imports from Can… [+2813 chars]",Business Insider,2024-12-08T16:36:43Z
Biden says it was 'stupid' not to have signed his name on COVID-19 stimulus checks like Trump,"President Joe Biden touted the American Rescue Plan during a speech at the Brookings Institute.Kevin Dietsch/Getty Images
<ul><li>President Biden touted his economic record during a Tuesday speech a… [+2245 chars]",Business Insider,2024-12-10T19:16:24Z
House Democrat says Trump is 'off to a good start' with tariff threats on Mexico and Canada,"Rep. Jared Golden, a centrist Democrat from Maine, previously introduced a bill to enact Trump's 10% tariff plan into law.AP Photos/Sarah Meyssonnier and Robert F. Bukaty
<ul><li>Trump said he plans… [+3271 chars]",Business Insider,2024-12-12T19:09:36Z
The Trump Marathon,"This is an edition of The Atlantic Daily, a newsletter that guides you through the biggest stories of the day, helps you discover new ideas, and recommends the best in culture. Sign up for it here.In… [+11650 chars]",The Atlantic,2024-11-25T23:31:00Z
The Trump-Trumpist Divide,"Members of Donald Trump’s inner circle understandably wish to interpret the election results as a mandate for the most extreme right-wing policies, which include conducting mass deportations and crus… [+5619 chars]",The Atlantic,2024-11-22T11:30:00Z
Trump announces Jamieson Greer as his pick to lead U.S. trade,"President-elect Donald Trump on Tuesday chose trade lawyer Jamieson Greer as his new U.S. trade representative, elevating a key veteran of his first-term trade war against China to execute a sweeping… [+3130 chars]",Fast Company,2024-11-27T13:25:18Z
Trump said he wants 100% tariffs on some of the countries trying to move away from the dollar. That could hurt the US.,"US President-elect Donald Trump issued a new tariff threat over the weekend, this time against countries seeking to find US dollar alternatives but in doing so, he may be elevating a non-threat, said… [+5810 chars]",Business Insider,2024-12-02T08:47:28Z
Trump team says Israel-Hezbollah ceasefire deal brokered by Biden is actually Trump's win,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
W… [+6160 chars]",Yahoo Entertainment,2024-11-27T00:35:07Z
"Trump still hasn't signed agreements to begin transition of power, White House says","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-11-22T00:29:25Z
Young men swung to the right for Trump after a campaign dominated by masculine appeals,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-11-30T18:11:24Z
Europe-loving Blinken on last trip to NATO before Trump handover,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
A… [+3573 chars]",Yahoo Entertainment,2024-12-03T17:48:07Z
Trump says anyone investing $1 billion in US will receive expedited permits,"WASHINGTON (Reuters) -U.S. President-elect Donald Trump said on Tuesday that any person or company investing at least $1 billion into the U.S. ""will receive fully expedited approvals and permits, inc… [+1078 chars]",Yahoo Entertainment,2024-12-10T19:39:46Z
"Trump now says bringing down grocery prices, as he promised, will be 'very hard'","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-13T17:07:00Z
"Trump picks Ron Johnson as ambassador to Mexico, leading to confusion, jokes in Wisconsin","President-elect Donald Trump announced Tuesday night he selected Ron Johnson to serve as U.S. Ambassador to Mexico but it's not Wisconsin's U.S. Sen. Ron Johnson.
This Ron Johnson, Trump said in a s… [+2041 chars]",Milwaukee Journal Sentinel,2024-12-11T17:09:59Z
"Trump Admits He Lied About Grocery Prices, Celebrates TIME Cover on Wall Street: A Closer Look","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-13T02:00:00Z
Geraldo Rivera Slaps Trump Supporters With A Reality Check After Biden’s Pardon,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-02T12:44:57Z
Mexico’s president on Trump threat: ‘One tariff would be followed by another in response’,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
M… [+2469 chars]",The Hill,2024-11-26T16:40:29Z
I’m Speechless At These 12 People Who Had Literally No Idea What Their Trump Vote Meant,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-04T18:51:58Z
Trump wants pardoned real estate developer Charles Kushner to become US ambassador to France,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-11-30T19:42:39Z
GOP senators squirm over sex-related allegations against Trump Cabinet picks,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-11-25T11:00:00Z
Donald Trump endorses Florida CFO Jimmy Patronis to replace Matt Gaetz in Congress,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-11-25T19:23:48Z
Opinion - President Biden is leaving Trump a shocking mess to clean up,"What an incredible mess Joe Biden will be leaving for Donald Trump on Jan. 20.
It isnt just the $36 trillion in federal debt (up $13 trillion since 2020), which has increasingly (and foolishly) been… [+5955 chars]",The Hill,2024-12-06T13:00:00Z
Gingrich: Xi attending Trump inauguration would be ‘signal to the planet’,"Former House Speaker Newt Gingrich (R-Ga.) responded to President-elect Trumps invitation to Chinese President Xi Jinping to attend Inauguration Day in January, saying his acceptance would send a glo… [+1850 chars]",The Hill,2024-12-12T13:52:14Z
Trump Sends Warning Shot to Putin as He Hails That ‘Assad is Gone’,"With the regime of his Syrian ally Bashar al-Assad toppled in Damascus, Russian leader Vladimir Putin received a public warning from President-elect Donald Trump, who urged him to agree to a ceasefir… [+2799 chars]",Daily Beast,2024-12-08T14:24:39Z
Mitch McConnell Gets Standing Ovation After Taking a Subtle Swipe at Trump,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-09T03:45:30Z
Syrian rebel leader’s victory speech holds a message for Iran – and for Trump and Israel too,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-09T00:08:16Z
"Mexico warns Trump tariffs would kill 400,000 US jobs, threatens retaliation","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-11-27T14:17:22Z
Russia says Trump Ukraine aid cut would be 'death sentence' for Kyiv's military,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-11-27T19:10:36Z
The Trump Economy Begins: 4 Money Moves Retirees Should Make Before Inauguration Day,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-11-26T14:00:30Z
Attorneys for man accused in Trump assassination attempt seek lengthy trial delay,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
F… [+4221 chars]",Yahoo Entertainment,2024-12-11T19:14:08Z
Trump Suddenly Changes His Tune With New Daylight Savings Time Promise,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-13T22:26:35Z
"Democratic governors discuss going on offense, playing defense against Trump","As Democratic governors prepare to navigate and resist parts of President-elect Donald Trump's next administration, one told ABC News she is most alarmed by Trump's tariff plan.
""Tariffs would be de… [+9888 chars]",ABC News,2024-12-10T22:28:46Z
"'Accountability is occurring,' Secret Service director on Trump assassination attempt","Accountability for the members of the Secret Service who were at fault for the July 13 assassination attempt against President-elect Donald Trump is ""occurring,"" Acting Director of the Secret Service… [+2522 chars]",ABC News,2024-12-05T11:04:58Z
FBI Director Chris Wray resigning amid pressure from Trump,"FBI Director Christopher Wray told employees at an internal town hall on Wednesday that he is resigning, according to sources familiar with the meeting.
He said he is stepping down at the end of the… [+2727 chars]",ABC News,2024-12-11T19:14:08Z
"Ahead of Trump's inauguration, Trump Organization expands its global business","As Donald Trump prepares to return to the White House, his namesake company is expanding its global footprint.
Trump's son Eric Trump, an executive vice president with the Trump Organization, on Wed… [+2731 chars]",ABC News,2024-12-13T03:41:05Z
Trump picks Florida sheriff Chad Chronister for DEA administrator,"President-elect Donald Trump announced he will nominate Hillsborough County Sheriff Chad Chronister to lead the Drug Enforcement Administration.
In a post on Truth Social on Saturday, Trump said tha… [+1214 chars]",ABC News,2024-12-01T01:57:20Z
Trump names longtime ally Kash Patel to lead FBI,"President-elect Donald Trump announced Saturday that he plans on firing FBI director Christopher Wray and replacing him with longtime ally Kash Patel.
The appointment must be approved by the Senate.… [+7077 chars]",ABC News,2024-12-01T21:36:30Z
Biden calls Trump tariff approach 'a major mistake',"President Joe Biden delivered remarks Tuesday focused on his administrations economic legacy, drawing a sharp contrast between his four years in office and President-elect Donald Trumps past and futu… [+3977 chars]",ABC News,2024-12-10T22:23:41Z
Donald Trump named Time magazine's 'Person of the Year',"President-elect Donald Trump has been named Time magazine's ""2024 Person of the Year,"" it was announced on Thursday.
The feature story includes an interview with Trump, in which he discusses immigra… [+106 chars]",ABC News,2024-12-12T13:44:01Z
Trump May Split Up America’s Cyber Agencies,The U.S. government has spent years debating what the exact bureaucratic structure that governs America’s cyber agencies should be. Some people think there should be one person overseeing both the Na… [+3370 chars],Gizmodo.com,2024-12-12T14:35:04Z
"No, Trump Can’t Just ‘Dismiss’ the Senate","Donald Trump has not even returned to office, and already a constitutional crisis may be in the making. Trump has started announcing the people he intends to nominate for positions in his new adminis… [+8141 chars]",The Atlantic,2024-12-06T12:00:00Z
What Trump Doesn’t Understand About the Military,"In 1783, George Washington faced a potential mutiny of the Army. Two years after Cornwallis surrendered at Yorktown, Congress still hadn’t paid American servicemen and was repudiating promised pensio… [+7148 chars]",The Atlantic,2024-11-30T12:00:00Z
The Bizarre Normalcy of Trump 2.0,A very strange disjuncture has opened up in Washington between the serene mood and the alarming developments that are under way. The surface is calm because the Republican presidential candidate won … [+5470 chars],The Atlantic,2024-12-09T19:03:00Z
Canadian Prime Minister Trudeau Meets With Trump in Florida Amid Tariffs Threat,"WEST PALM BEACH, Fla. Canadian Prime Minister Justin Trudeau flew to Florida on Friday to have dinner with President-elect Donald Trump at his Mar-a-Lago club after Trump threatened to impose sweepin… [+5955 chars]",Time,2024-11-30T15:38:03Z
California Lawmakers to Begin Special Session to ‘Trump-Proof’ State Laws,"SACRAMENTO, Calif. California Gov. Gavin Newsom and state lawmakers will return to the state Capitol on Monday to begin a special session to protect the state's progressive policies ahead of another … [+4864 chars]",Time,2024-12-02T16:36:09Z
Team Trump Takes Credit for Israel-Hezbollah Ceasefire Before Taking Office,The Biden administration kept President-elect Donald Trumps incoming administration closely apprised of its efforts to broker the ceasefire deal between Israel and Hezbollah that took effect early We… [+5778 chars],Time,2024-11-27T03:45:00Z
"For U.S. Ambassador to China, Trump Taps Former Senator David Perdue","President-elect Donald Trump said Thursday he is choosing former Sen. David Perdue of Georgia to be ambassador to China.
Trump said in a social media post that Perdue, a former CEO, brings valuable … [+2870 chars]",Time,2024-12-06T04:00:00Z
Biden Faces Last-Minute Push to Clear Death Row Before Trump Restarts Executions,"Five days before Joe Biden was sworn in as President and effectively stopped federal executions, the Trump Administration executed its 13th federal inmate, Dustin Higgs. Higgs was sentenced to die by… [+4943 chars]",Time,2024-12-13T12:00:00Z
Trump Says He’ll Attend Notre Dame Cathedral Reopening Celebration in Paris This Weekend,"NEW YORK President-elect Donald Trump will attend the reopening celebration for Notre Dame Cathedral in Paris this weekend, his first foreign trip since the election.
The cathedral is set to reopen … [+5724 chars]",Time,2024-12-03T12:06:45Z
Trump Travels to Paris for Notre Dame Cathedral’s Reopening and to Meet With Macron,"PARIS Donald Trump is off on his first international trip as president-elect, ready to join world leaders and dignitaries in Paris for a Saturday celebration of the renovation of Notre Dame Cathedral… [+3851 chars]",Time,2024-12-07T11:38:59Z
Trump Says U.S. Shouldn’t Intervene in Syria as Opposition Forces Gain Ground,"WASHINGTON President-elect Donald Trump said Saturday that the United States should avoid engaging militarily in Syria amid an opposition offensive that has reached the capital's suburbs, declaring i… [+3550 chars]",Time,2024-12-07T18:10:59Z
‘There’s Something Causing It.’ Trump Draws False Link Between Vaccines and Autism in TIME Interview,President-elect Donald Trump said in a new interview that he would consider altering childhood vaccination programs in the United States and questioned whether vaccines cause autisma widely disproven… [+7437 chars],Time,2024-12-12T12:51:00Z
"Mitt Romney’s Senate Exit May Create a Vacuum of Vocal, Conservative Trump Critics","SALT LAKE CITY With Mitt Romney set to exit the U.S. Senate, Washington will be without one of its strongest conservative critics of Donald Trump when the president retakes the White House in the new… [+1939 chars]",Time,2024-12-13T12:46:08Z
The Story Behind TIME’s Donald Trump 2024 Person of the Year Cover,"As Platon guided President-elect Donald Trump to a simple wooden box on the set of the TIME Person of the Year photo shoot at Mar-a-Lago in November, he declared, More world leaders have sat on that … [+3159 chars]",Time,2024-12-12T12:43:00Z
What Trump Said About Elon Musk in his TIME Person of the Year Interview,"This article is part of The D.C. Brief, TIMEs politics newsletter. Sign up here to get stories like this sent to your inbox.
President-elect Donald Trump tells TIME in his Person of the Year intervi… [+4609 chars]",Time,2024-12-12T16:06:29Z
How Long Will the Trump Crypto Boom Last?,"Last week, after Donald Trump announced that he would nominate Paul Atkins, a cryptocurrency advocate, to head the Securities and Exchange Commission (S.E.C.), the price of a Bitcoin topped a hundred… [+8126 chars]",The New Yorker,2024-12-09T11:00:00Z
Trump says he isn't worried about potential conflicts of interest at Musk's DOGE: 'Elon puts the country long before his company',"President-elect Donald Trump said he is not concerned about the potential conflicts of interest posed by Elon Musk's work on DOGE.Brandon Bell/Getty Images
<ul><li>Donald Trump said Elon Musk won't … [+2732 chars]",Business Insider,2024-12-12T18:42:27Z
Trump has shadow picks for Pentagon chief if Pete Hegseth drops out. The former Fox News host says he won't back down.,"Possible replacements for defense secretary nominee Pete Hegseth include Ron DeSantis, Joni Ernst, and Elbridge Colby.Getty Images/Business Insider
<ul><li>Trumpworld is apparently reconsidering Pet… [+8068 chars]",Business Insider,2024-12-05T16:39:24Z
Why Gen Z Men Voted for Trump,"A few years ago I was hired to help revise a psychology textbook to make it more engaging for Gen Z. I’m a millennial, but my younger brother is Gen Z (“digital natives” born between 1997 and 2012), … [+9640 chars]",Scientific American,2024-12-04T12:30:00Z
Why On Earth Is a Prominent Democrat Telling Biden to Pardon Trump?,"This is Totally Normal Quote of the Day, a feature highlighting a statement from the news that exemplifies just how extremely normal everything has become.
Yes I do think so, and I think he should p… [+4795 chars]",Slate Magazine,2024-12-11T10:45:00Z
"Trump taps Kash Patel for FBI director, an ally who would aid in his effort to upend law enforcement","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-01T00:04:45Z
"At Fox Nation awards ceremony, Trump boasts about recent conversations with foreign leaders, promises to 'look at' election system","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-06T13:18:00Z
Trump Guitars backtracks after Gibson cease and desist and takes Les Paul-style guitars off the market,"Yahoo is using AI to generate takeaways from this article. This means the info may not always match what's in the article. Reporting mistakes helps us improve the experience.Generate Key Takeaways
W… [+2271 chars]",Guitar World,2024-12-03T12:34:28Z
"Trump says he will have ‘big discussion’ about ending childhood vaccination programs with Kennedy, could scrap some vaccines","If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Yahoo Entertainment,2024-12-12T14:30:38Z
Trump Taps Billionaire Space Tourist Jared Isaacman to Lead NASA,"President-elect Donald Trump has selected Jared Isaacman, entrepreneur, pilot, and all-around space enthusiast, as the next NASA administrator, marking a major shift in the space agency’s leadership.… [+4071 chars]",Gizmodo.com,2024-12-04T20:15:41Z
Trump Names Elon Musk’s Pal as ‘AI and Crypto Czar’,"President-elect Trump has announced that David Sacks will serve as his White House A.I. &amp; Crypto Czar, according to a post from his account on Truth Social. Sacks is a venture capitalist and host… [+4188 chars]",Gizmodo.com,2024-12-06T17:20:12Z
Trump picks loyalist ex-aide as FBI director,"US President-elect Donald Trump has picked a former aide, Kash Patel, to lead the Federal Bureau of Investigation, an agency Patel has often criticised.
A former US defence department chief of staff… [+5616 chars]",BBC News,2024-12-01T17:24:10Z
Biden considering pre-emptive pardons for Trump critics - sources,"Outgoing US President Joe Biden is considering pre-emptive pardons for prominent critics of his successor Donald Trump, multiple people familiar with the discussions have told CBS, the BBC's US partn… [+3078 chars]",BBC News,2024-12-06T05:16:42Z
Trump picks investment banker Warren Stephens as UK ambassador,"President-elect Donald Trump has nominated businessman Warren Stephens to serve as Americas ambassador to the United Kingdom.
Warren has always dreamed of serving the United States full time, Trump … [+899 chars]",BBC News,2024-12-02T23:50:19Z
Hit by blackouts Cuba’s tourism industry now braces for Trump,"Canadian tourists, such as these taking part in an exercise class, are vital to the Cuban tourism sector
With winter nights drawing in across North America, Canadian snowbirds citizens who flee thei… [+6888 chars]",BBC News,2024-12-09T00:05:12Z
Trump vows to end 'very costly' daylight saving time,"US President-elect Donald Trump has said he wants to end daylight saving time (DST), arguing that it is ""inconvenient"" and ""very costly"" to Americans.
DST is the practice of moving the clock ahead b… [+1184 chars]",BBC News,2024-12-13T21:46:57Z
Trump asks to dismiss Georgia election interference case over presidential immunity,"Donald Trump's Georgia election interference case should be dismissed because a sitting president is immune from criminal prosecution, the president-elect's lawyer told a Georgia appeals court on Wed… [+2357 chars]",ABC News,2024-12-04T21:29:15Z
"Trump appoints ambassadors Kimberly Guilfoyle and Tom Barrack, plus 5 more picks","President-elect Donald Trump posted a flurry of announcements to his Truth Social account on Tuesday night, including the appointment of Kimberly Guilfoyle as the ambassador to Greece and Tom Barrack… [+6151 chars]",ABC News,2024-12-11T05:38:35Z
Trump announces new role for his administration: 'White House AI and crypto czar',"President-elect Donald Trump announced he created a new role for his administration, White House Artificial Intelligence and Crypto Czar.
Filling the role will be tech entrepreneur and podcast host … [+1731 chars]",ABC News,2024-12-06T05:37:39Z
"Trump takes credit for bitcoin surpassing $100,000. Is it too late to buy?","The price of bitcoin topped $100,000 for the first time ever late Wednesday, and soared to a fresh high in early trading on Thursday.
The new gains extended a rally set off by the election of former… [+3958 chars]",ABC News,2024-12-05T16:56:22Z
Trump shows public support for embattled defense secretary pick Pete Hegseth,"President-elect Donald Trump on Friday made his first public show of support for Pete Hegseth, his embattled pick for defense secretary, since Hegseth began making the rounds on Capitol Hill speaking… [+2736 chars]",ABC News,2024-12-06T14:25:13Z
"At Fox Nation ceremony, Trump boasts about recent conversations with foreign leaders","After receiving Fox Nation's ""Patriot of the Year Award"" Thursday night, President-elect Donald Trump spoke about recent conversations with the leaders of Canada and Mexico, promised a review of U.S.… [+2207 chars]",ABC News,2024-12-06T17:00:18Z
"As Hegseth fights to head Pentagon, Trump not working the phones to save him: Sources","Pete Hegseth, President-elect Donald Trumps pick for defense secretary, was back on Capitol Hill on Thursday to meet with Republican lawmakers as misconduct allegations continued to cloud his selecti… [+1840 chars]",ABC News,2024-12-05T15:14:36Z
Trump and giveaways: What Musk spent $270M on during the election,"Tesla and X CEO Elon Musk spent over a quarter of a billion dollars to help get President-elect Donald Trump back in the White House, according to newly released campaign finance records.
The billio… [+3020 chars]",ABC News,2024-12-06T20:00:09Z
Chinese entrepreneur sued for fraud invests $30 million in Trump crypto venture,A sudden infusion of $30 million into Donald Trump's nascent cryptocurrency venture from a Chinese billionaire sued by the Securities and Exchange Commission for allegedly defrauding investors could … [+9110 chars],ABC News,2024-12-06T21:17:14Z
"Trump doubles down on support for Pete Hegseth, admits he's unsure he'll be confirmed","In his first network TV interview since being elected, Donald Trump explained why he is still standing behind his Defense Secretary nominee Pete Hegseth, claiming hes heard how Senators are coming ar… [+2598 chars]",ABC News,2024-12-07T03:12:54Z
Trump promises pardon for Jan 6 rioters on his first day,"In his first network TV interview since his electoral victory, President-elect Donald Trump went through a range of his campaign promises, including those on immigration, health care, and his plans f… [+3411 chars]",ABC News,2024-12-08T20:56:54Z
"Cheney, Schiff push back after Trump says Jan. 6 committee members should be jailed","President-elect Donald Trump, in his first broadcast news interview since the election, said members of the House committee that investigated the attack on the U.S. Capitol on Jan. 6, 2021, should be… [+4269 chars]",ABC News,2024-12-09T16:50:52Z
"Tulsi Gabbard, Kash Patel and more Trump picks make the rounds on Capitol Hill","President-elect Donald Trump's picks for defense secretary, Pete Hegseth, and director of national intelligence, Tulsi Gabbard, are continuing to try to shore up support with senators ahead of confir… [+3384 chars]",ABC News,2024-12-12T16:57:49Z
Eric Adams meets with Trump border czar to talk NYC's role in new immigration policy,"New York City Mayor Eric Adams met with incoming border czar Thomas Homan to discuss their plans to remove what he says were violent undocumented immigrants.
Thursday's closed-door meeting was the l… [+3887 chars]",ABC News,2024-12-12T22:20:29Z
"Trump, Macron meet in Paris: 'World is going a little crazy right now'","President-elect Donald Trump kicked off his first foreign trip since his reelection with a meeting with French President Emmanuel Macron at the Elysee Palace.
Ahead of the meeting, Macron welcomed T… [+2251 chars]",ABC News,2024-12-07T17:00:33Z
"At Fox News ceremony, Trump boasts about recent conversations with foreign leaders","After receiving Fox News' ""Patriot of the Year Award"" Thursday night, President-elect Donald Trump spoke about recent conversations with the leaders of Canada and Mexico, promised a review of U.S. el… [+2203 chars]",ABC News,2024-12-06T05:27:21Z
RNC Co-Chair Lara Trump to step down amid speculation about Florida senate seat,"Lara Trump, the daughter-in-law of President-elect Donald Trump whom he tapped to co-chair the Republican National Committee for the 2024 election cycle, said she intends to step down from her positi… [+871 chars]",ABC News,2024-12-09T07:36:36Z
Trump says rivals should be in jail. Experts say Biden can pardon them beforehand.,"As President Joe Biden weighs whether to issue preemptive pardons to people President-elect Donald Trump has vowed to seek retribution against and even prosecute, experts said he has the power to do … [+8162 chars]",ABC News,2024-12-09T21:45:00Z
MAGA pressure on senators over Trump Cabinet picks shows early signs of paying off,A pressure campaign from allies of Donald Trump toward Senate Republican skeptics of some of his Cabinet picks appears to be starting to pay off in a sign of the president-elect's anticipated sway on… [+6364 chars],ABC News,2024-12-10T23:22:10Z
"Assad's fall puts new scrutiny on Tulsi Gabbard, Trump intelligence pick","Although she was just in her mid-20s, Tulsi Gabbard's hair had already started turning white shortly before she first set foot in the U.S. Senate as a legislative aide in 2006.
Coming from her nativ… [+7500 chars]",ABC News,2024-12-10T13:07:23Z
Watchdog raises concerns over Trump-era leak probes of members of Congress,A top government watchdog raised concerns Tuesday over the handling of leak investigations during the first Trump administration that targeted members of Congress and the media despite finding no evi… [+4973 chars],ABC News,2024-12-10T17:56:50Z
"Trump names Kari Lake director of Voice of America, gives his donors ambassadorships","President-elect Donald Trump announced that Kari Lake, a former news anchor and Arizona Senate candidate, would be the next director of the publicly funded Voice of America network. The update came a… [+3544 chars]",ABC News,2024-12-12T04:58:58Z
